# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 11 05:55:42 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name asc, disc_year asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Kepler-229 c,Kepler-229,2014,Kepler,0.117000,0.06760,0.80,826.2650000
Kepler-229 d,Kepler-229,2014,Kepler,0.220000,0.04450,0.80,826.2650000
Kepler-23 b,Kepler-23,2011,Kepler,0.073300,0.00805,1.08,835.7560000
Kepler-23 c,Kepler-23,2011,Kepler,0.096500,0.02457,1.08,835.7560000
Kepler-23 d,Kepler-23,2014,Kepler,0.122000,0.01397,1.08,835.7560000
Kepler-230 b,Kepler-230,2014,Kepler,0.191000,0.05290,0.84,740.7540000
Kepler-230 c,Kepler-230,2014,Kepler,0.380000,0.01520,0.84,740.7540000
Kepler-231 b,Kepler-231,2014,Kepler,0.074000,0.11100,0.58,316.6180000
Kepler-231 c,Kepler-231,2014,Kepler,0.114000,0.07600,0.58,316.6180000
Kepler-232 b,Kepler-232,2014,Kepler,0.054000,0.03050,0.97,1349.1300000
Kepler-232 c,Kepler-232,2014,Kepler,0.101000,0.04420,0.97,1349.1300000
Kepler-233 b,Kepler-233,2014,Kepler,0.077000,0.02040,0.85,856.4170000
Kepler-233 c,Kepler-233,2014,Kepler,0.287000,0.02450,0.85,856.4170000
Kepler-234 b,Kepler-234,2014,Kepler,0.040000,0.04160,1.11,1733.1000000
Kepler-234 c,Kepler-234,2014,Kepler,0.077000,0.03810,1.11,1733.1000000
Kepler-235 b,Kepler-235,2014,Kepler,0.037000,0.01760,0.58,428.0180000
Kepler-235 c,Kepler-235,2014,Kepler,0.065000,0.00687,0.58,428.0180000
Kepler-235 d,Kepler-235,2014,Kepler,0.122000,0.01530,0.58,428.0180000
Kepler-235 e,Kepler-235,2014,Kepler,0.213000,0.01750,0.58,428.0180000
Kepler-236 b,Kepler-236,2014,Kepler,0.065000,0.00972,0.60,288.7630000
Kepler-236 c,Kepler-236,2014,Kepler,0.132000,0.01470,0.60,288.7630000
Kepler-237 b,Kepler-237,2014,Kepler,0.050000,0.00809,0.70,657.8220000
Kepler-237 c,Kepler-237,2014,Kepler,0.071000,0.01570,0.70,657.8220000
Kepler-238 b,Kepler-238,2014,Kepler,0.034000,0.01150,1.06,1798.7500000
Kepler-238 c,Kepler-238,2014,Kepler,0.069000,0.01980,1.06,1798.7500000
Kepler-238 d,Kepler-238,2014,Kepler,0.115000,0.03030,1.06,1798.7500000
Kepler-238 e,Kepler-238,2013,Kepler,0.165800,0.53400,1.06,1798.7500000
Kepler-238 f,Kepler-238,2013,Kepler,0.274700,0.04200,1.06,1798.7500000
Kepler-239 b,Kepler-239,2014,Kepler,0.095000,0.01900,0.76,648.1090000
Kepler-239 c,Kepler-239,2014,Kepler,0.268000,0.02150,0.76,648.1090000
Kepler-24 b,Kepler-24,2011,Kepler,0.076000,0.03505,1.06,1156.8100000
Kepler-24 c,Kepler-24,2011,Kepler,0.100300,0.03143,1.06,1156.8100000
Kepler-24 d,Kepler-24,2014,Kepler,0.051000,0.01080,0.98,1156.8100000
Kepler-24 e,Kepler-24,2014,Kepler,0.138000,0.02560,0.98,1156.8100000
Kepler-240 b,Kepler-240,2014,Kepler,0.048000,0.00771,0.75,746.9270000
Kepler-240 c,Kepler-240,2014,Kepler,0.074000,0.32200,0.75,746.9270000
Kepler-241 b,Kepler-241,2014,Kepler,0.094000,0.01900,0.67,512.0000000
Kepler-241 c,Kepler-241,2014,Kepler,0.189000,0.02240,0.67,512.0000000
Kepler-242 b,Kepler-242,2014,Kepler,0.075000,0.02300,0.81,600.2410000
Kepler-242 c,Kepler-242,2014,Kepler,0.109000,0.01470,0.81,600.2410000
Kepler-243 b,Kepler-243,2014,Kepler,0.062000,0.02070,0.83,693.8600000
Kepler-243 c,Kepler-243,2014,Kepler,0.142000,0.01450,0.83,693.8600000
Kepler-244 b,Kepler-244,2014,Kepler,0.050000,0.02530,0.96,1036.4900000
Kepler-244 c,Kepler-244,2014,Kepler,0.087000,0.01530,0.96,1036.4900000
Kepler-244 d,Kepler-244,2014,Kepler,0.140000,0.04800,0.96,1036.4900000
Kepler-245 b,Kepler-245,2014,Kepler,0.071000,0.02240,0.86,861.5270000
Kepler-245 c,Kepler-245,2014,Kepler,0.124000,0.71000,0.86,861.5270000
Kepler-245 d,Kepler-245,2014,Kepler,0.202000,0.06800,0.86,861.5270000
Kepler-245 e,Kepler-245,2016,Kepler,0.040000,0.01170,0.86,861.5270000
Kepler-246 b,Kepler-246,2014,Kepler,0.052000,0.01910,0.79,626.0780000
Kepler-246 c,Kepler-246,2014,Kepler,0.095000,0.00899,0.79,626.0780000
Kepler-247 b,Kepler-247,2014,Kepler,0.042000,0.01050,0.84,663.7110000
Kepler-247 c,Kepler-247,2014,Kepler,0.084000,0.04940,0.84,663.7110000
Kepler-247 d,Kepler-247,2014,Kepler,0.140000,0.04630,0.84,663.7110000
Kepler-248 b,Kepler-248,2014,Kepler,0.066000,0.02950,0.90,738.7920000
Kepler-248 c,Kepler-248,2014,Kepler,0.123000,0.04900,0.90,738.7920000
Kepler-249 b,Kepler-249,2014,Kepler,0.035000,0.00416,0.51,190.4010000
Kepler-249 c,Kepler-249,2014,Kepler,0.058000,0.00909,0.51,190.4010000
Kepler-249 d,Kepler-249,2014,Kepler,0.097000,0.00972,0.51,190.4010000
Kepler-25 b,Kepler-25,2011,Kepler,0.069445,0.02750,1.17,243.2490000
Kepler-25 c,Kepler-25,2011,Kepler,0.111666,0.04790,1.17,243.2490000
Kepler-25 d,Kepler-25,2014,W. M. Keck Observatory,0.416422,0.22600,1.17,243.2490000
Kepler-250 b,Kepler-250,2014,Kepler,0.048000,0.00474,0.83,760.5850000
Kepler-250 c,Kepler-250,2014,Kepler,0.069000,0.01830,0.83,760.5850000
Kepler-250 d,Kepler-250,2014,Kepler,0.127000,0.01700,0.83,760.5850000
Kepler-251 b,Kepler-251,2014,Kepler,0.053000,0.00733,0.95,924.6250000
Kepler-251 c,Kepler-251,2014,Kepler,0.122000,0.02550,0.95,924.6250000
Kepler-251 d,Kepler-251,2014,Kepler,0.182000,0.02550,0.95,924.6250000
Kepler-251 e,Kepler-251,2014,Kepler,0.404000,0.02550,0.95,924.6250000
Kepler-252 b,Kepler-252,2014,Kepler,0.058000,0.00642,0.61,379.4240000
Kepler-252 c,Kepler-252,2014,Kepler,0.080000,0.01660,0.61,379.4240000
Kepler-253 b,Kepler-253,2014,Kepler,0.046000,0.01040,0.85,838.5950000
Kepler-253 c,Kepler-253,2014,Kepler,0.089000,0.02360,0.85,838.5950000
Kepler-253 d,Kepler-253,2014,Kepler,0.130000,0.03200,0.85,838.5950000
Kepler-254 b,Kepler-254,2014,Kepler,0.064000,0.04490,0.93,1389.4800000
Kepler-254 c,Kepler-254,2014,Kepler,0.105000,0.01000,0.93,1389.4800000
Kepler-254 d,Kepler-254,2014,Kepler,0.139000,0.02140,0.93,1389.4800000
Kepler-255 b,Kepler-255,2014,Kepler,0.063000,0.00951,0.87,1052.5300000
Kepler-255 c,Kepler-255,2014,Kepler,0.092000,0.02900,0.87,1052.5300000
Kepler-255 d,Kepler-255,2016,Kepler,0.019200,0.00724,0.90,1052.5300000
Kepler-256 b,Kepler-256,2014,Kepler,0.027000,0.00993,0.97,1026.4300000
Kepler-256 c,Kepler-256,2014,Kepler,0.045000,0.01660,0.97,1026.4300000
Kepler-256 d,Kepler-256,2014,Kepler,0.064000,0.02110,0.97,1026.4300000
Kepler-256 e,Kepler-256,2014,Kepler,0.096000,0.01930,0.97,1026.4300000
Kepler-257 b,Kepler-257,2014,Kepler,0.034000,0.02300,0.85,780.2560000
Kepler-257 c,Kepler-257,2014,Kepler,0.066000,0.07940,0.85,780.2560000
Kepler-257 d,Kepler-257,2014,Kepler,0.160000,0.06830,0.85,780.2560000
Kepler-258 b,Kepler-258,2014,Kepler,0.103000,0.04880,0.82,575.9880000
Kepler-258 c,Kepler-258,2014,Kepler,0.193000,0.03990,0.82,575.9880000
Kepler-259 b,Kepler-259,2014,Kepler,0.079000,0.02590,0.93,1002.1400000
Kepler-259 c,Kepler-259,2014,Kepler,0.217000,0.02440,0.93,1002.1400000
Kepler-26 b,Kepler-26,2011,Kepler,0.085510,0.01611,0.54,335.3070000
Kepler-26 c,Kepler-26,2011,Kepler,0.107250,0.01951,0.54,335.3070000
Kepler-26 d,Kepler-26,2014,Kepler,0.039000,0.00390,0.62,335.3070000
Kepler-26 e,Kepler-26,2014,Kepler,0.220000,0.02010,0.62,335.3070000
Kepler-260 b,Kepler-260,2014,Kepler,0.075000,0.01480,0.92,627.3650000
Kepler-260 c,Kepler-260,2014,Kepler,0.332000,0.01160,0.92,627.3650000
Kepler-261 b,Kepler-261,2014,Kepler,0.088000,0.01700,0.88,317.4990000
Kepler-261 c,Kepler-261,2014,Kepler,0.156000,0.01470,0.88,317.4990000
Kepler-262 b,Kepler-262,2014,Kepler,0.108000,0.00761,0.99,613.1290000
Kepler-262 c,Kepler-262,2014,Kepler,0.152000,0.01050,0.99,613.1290000
Kepler-263 b,Kepler-263,2014,Kepler,0.120000,0.02390,0.80,754.7470000
Kepler-263 c,Kepler-263,2014,Kepler,0.242000,0.02100,0.80,754.7470000
Kepler-264 b,Kepler-264,2014,Kepler,0.249000,0.03480,1.46,942.1730000
Kepler-264 c,Kepler-264,2014,Kepler,0.566000,0.02640,1.46,942.1730000
Kepler-265 b,Kepler-265,2014,Kepler,0.069000,0.01300,0.98,1280.2500000
Kepler-265 c,Kepler-265,2014,Kepler,0.127000,0.02330,0.98,1280.2500000
Kepler-265 d,Kepler-265,2014,Kepler,0.236000,0.02130,0.98,1280.2500000
Kepler-265 e,Kepler-265,2014,Kepler,0.319000,0.02270,0.98,1280.2500000
Kepler-266 b,Kepler-266,2014,Kepler,0.071000,0.02110,0.95,1370.7900000
Kepler-266 c,Kepler-266,2014,Kepler,0.457000,0.04530,0.95,1370.7900000
Kepler-267 b,Kepler-267,2014,Kepler,0.037000,0.11900,0.54,264.9930000
Kepler-267 c,Kepler-267,2014,Kepler,0.060000,0.01630,0.54,264.9930000
Kepler-267 d,Kepler-267,2014,Kepler,0.154000,0.01820,0.54,264.9930000
Kepler-268 b,Kepler-268,2014,Kepler,0.180000,0.02210,1.13,851.8700000
Kepler-268 c,Kepler-268,2014,Kepler,0.391000,0.03570,1.13,851.8700000
Kepler-269 b,Kepler-269,2014,Kepler,0.061000,0.02100,0.92,2257.3200000
Kepler-269 c,Kepler-269,2014,Kepler,0.081000,0.01100,0.92,2257.3200000
Kepler-27 b,Kepler-27,2011,Kepler,0.118000,9.11000,0.65,1044.3600000
Kepler-27 c,Kepler-27,2011,Kepler,0.191000,13.80000,0.65,1044.3600000
Kepler-27 d,Kepler-27,2021,Kepler,0.066800,0.02450,0.93,1044.3600000
Kepler-270 b,Kepler-270,2014,Kepler,0.107000,0.01480,1.17,948.7810000
Kepler-270 c,Kepler-270,2014,Kepler,0.180000,0.01190,1.17,948.7810000
Kepler-271 b,Kepler-271,2014,Kepler,0.088100,0.00642,0.90,404.5420000
Kepler-271 c,Kepler-271,2014,Kepler,0.070200,0.00254,0.90,404.5420000
Kepler-271 d,Kepler-271,2016,Kepler,0.055800,0.00069,0.90,404.5420000
Kepler-272 b,Kepler-272,2014,Kepler,0.038000,0.24500,0.86,889.6080000
Kepler-272 c,Kepler-272,2014,Kepler,0.061000,0.30800,0.86,889.6080000
Kepler-272 d,Kepler-272,2014,Kepler,0.091000,0.01790,0.86,889.6080000
Kepler-273 b,Kepler-273,2014,Kepler,0.037000,0.00899,0.94,713.9640000
Kepler-273 c,Kepler-273,2014,Kepler,0.073000,0.01440,0.94,713.9640000
Kepler-274 b,Kepler-274,2014,Kepler,0.101000,0.00940,1.08,1333.6200000
Kepler-274 c,Kepler-274,2014,Kepler,0.204000,0.01270,1.08,1333.6200000
Kepler-275 b,Kepler-275,2014,Kepler,0.098000,0.01910,1.16,2034.2500000
Kepler-275 c,Kepler-275,2014,Kepler,0.132000,0.03570,1.16,2034.2500000
Kepler-275 d,Kepler-275,2014,Kepler,0.224000,0.03480,1.16,2034.2500000
Kepler-276 b,Kepler-276,2014,Kepler,0.119000,0.02710,1.04,1144.8600000
Kepler-276 c,Kepler-276,2013,Kepler,0.199400,0.05200,1.10,1144.8600000
Kepler-276 d,Kepler-276,2013,Kepler,0.264200,0.05100,1.10,1144.8600000
Kepler-277 b,Kepler-277,2013,Kepler,0.138500,0.27500,1.12,976.6430000
Kepler-277 c,Kepler-277,2013,Kepler,0.212900,0.20200,1.12,976.6430000
Kepler-278 b,Kepler-278,2014,Kepler,0.207000,0.04900,1.08,443.0300000
Kepler-278 c,Kepler-278,2014,Kepler,0.294000,0.03960,1.08,443.0300000
Kepler-279 b,Kepler-279,2014,Kepler,0.112000,0.04010,1.16,1037.4000000
Kepler-279 c,Kepler-279,2013,Kepler,0.223600,0.15500,1.10,1037.4000000
Kepler-279 d,Kepler-279,2013,Kepler,0.290100,0.11800,1.10,1037.4000000
Kepler-28 b,Kepler-28,2011,Kepler,0.053750,0.00513,0.68,438.3590000
Kepler-28 c,Kepler-28,2011,Kepler,0.071060,0.00648,0.68,438.3590000
Kepler-280 b,Kepler-280,2014,Kepler,0.032000,0.00849,0.96,780.3610000
Kepler-280 c,Kepler-280,2014,Kepler,0.056000,0.01480,0.96,780.3610000
Kepler-281 b,Kepler-281,2014,Kepler,0.117000,0.02630,0.95,1745.4500000
Kepler-281 c,Kepler-281,2014,Kepler,0.215000,0.07690,0.95,1745.4500000
Kepler-281 d,Kepler-281,2021,Kepler,0.545600,0.09300,0.98,1745.4500000
Kepler-282 b,Kepler-282,2014,Kepler,0.082000,0.00317,0.79,1337.6100000
Kepler-282 c,Kepler-282,2014,Kepler,0.106000,0.00588,0.79,1337.6100000
Kepler-282 d,Kepler-282,2013,Kepler,0.154000,0.19200,0.97,1337.6100000
Kepler-282 e,Kepler-282,2013,Kepler,0.226900,0.17700,0.97,1337.6100000
Kepler-283 b,Kepler-283,2014,Kepler,0.082000,0.01630,0.60,468.0940000
Kepler-283 c,Kepler-283,2014,Kepler,0.341000,0.01250,0.60,468.0940000
Kepler-284 b,Kepler-284,2014,Kepler,0.104000,0.01780,0.92,1031.9500000
Kepler-284 c,Kepler-284,2014,Kepler,0.213000,0.02300,0.92,1031.9500000
Kepler-285 b,Kepler-285,2014,Kepler,0.036000,0.00742,0.82,824.3100000
Kepler-285 c,Kepler-285,2014,Kepler,0.064000,0.00459,0.82,824.3100000
Kepler-286 b,Kepler-286,2014,Kepler,0.027000,0.00651,0.96,1226.8500000
Kepler-286 c,Kepler-286,2014,Kepler,0.042000,0.00771,0.96,1226.8500000
Kepler-286 d,Kepler-286,2014,Kepler,0.061000,0.00733,0.96,1226.8500000
Kepler-286 e,Kepler-286,2014,Kepler,0.176000,0.01190,0.96,1226.8500000
Kepler-287 b,Kepler-287,2014,Kepler,0.145000,0.01900,0.97,835.8600000
Kepler-287 c,Kepler-287,2014,Kepler,0.246000,0.03360,0.97,835.8600000
Kepler-288 b,Kepler-288,2014,Kepler,0.065000,0.01080,1.03,1194.1500000
Kepler-288 c,Kepler-288,2014,Kepler,0.140000,0.02670,1.03,1194.1500000
Kepler-288 d,Kepler-288,2014,Kepler,0.287000,0.02390,1.03,1194.1500000
Kepler-289 b,Kepler-289,2014,Kepler,0.210000,0.01164,1.08,704.4380000
Kepler-289 c,Kepler-289,2014,Kepler,0.510000,0.49000,1.08,704.4380000
Kepler-289 d,Kepler-289,2014,Kepler,0.330000,0.01677,1.08,704.4380000
Kepler-29 b,Kepler-29,2011,Kepler,0.091900,0.01573,0.76,832.5320000
Kepler-29 c,Kepler-29,2011,Kepler,0.108700,0.01416,0.76,832.5320000
Kepler-290 b,Kepler-290,2014,Kepler,0.110000,0.01790,0.80,694.6270000
Kepler-290 c,Kepler-290,2014,Kepler,0.205000,0.02440,0.80,694.6270000
Kepler-290 d,Kepler-290,2023,Kepler,0.015400,0.00178,0.84,694.6270000
Kepler-291 b,Kepler-291,2014,Kepler,0.047000,0.01670,0.90,1786.4800000
Kepler-291 c,Kepler-291,2014,Kepler,0.065000,0.01320,0.90,1786.4800000
Kepler-292 b,Kepler-292,2014,Kepler,0.035000,0.00724,0.85,1056.4800000
Kepler-292 c,Kepler-292,2014,Kepler,0.045000,0.00869,0.85,1056.4800000
Kepler-292 d,Kepler-292,2014,Kepler,0.068000,0.01760,0.85,1056.4800000
Kepler-292 e,Kepler-292,2014,Kepler,0.097000,0.02390,0.85,1056.4800000
Kepler-292 f,Kepler-292,2014,Kepler,0.141000,0.01930,0.85,1056.4800000
Kepler-293 b,Kepler-293,2014,Kepler,0.144000,0.03030,0.94,974.6330000
Kepler-293 c,Kepler-293,2014,Kepler,0.286000,0.04420,0.94,974.6330000
Kepler-294 b,Kepler-294,2014,Kepler,0.048000,0.01190,0.95,1357.0100000
Kepler-294 c,Kepler-294,2014,Kepler,0.071000,0.02450,0.95,1357.0100000
Kepler-295 b,Kepler-295,2014,Kepler,0.099000,0.00624,0.89,1699.1900000
Kepler-295 c,Kepler-295,2014,Kepler,0.142000,0.00537,0.89,1699.1900000
Kepler-295 d,Kepler-295,2014,Kepler,0.192000,0.00761,0.89,1699.1900000
Kepler-296 b,Kepler-296,2014,Kepler,0.079000,0.01010,0.50,167.0000000
Kepler-296 c,Kepler-296,2014,Kepler,0.052100,0.01470,0.50,167.0000000
Kepler-296 d,Kepler-296,2014,Kepler,0.118000,0.01580,0.50,167.0000000
Kepler-296 e,Kepler-296,2014,Kepler,0.169000,0.00930,0.50,167.0000000
Kepler-296 f,Kepler-296,2014,Kepler,0.255000,0.01230,0.50,167.0000000
Kepler-297 b,Kepler-297,2014,Kepler,0.217000,0.15300,0.98,692.1400000
Kepler-297 c,Kepler-297,2014,Kepler,0.336000,0.13200,0.98,692.1400000
Kepler-297 d,Kepler-297,2023,Kepler,0.523000,282.00000,0.85,692.1400000
Kepler-298 b,Kepler-298,2014,Kepler,0.080000,0.01420,0.66,518.2040000
Kepler-298 c,Kepler-298,2014,Kepler,0.136000,0.01380,0.66,518.2040000
Kepler-298 d,Kepler-298,2014,Kepler,0.305000,0.02140,0.66,518.2040000
Kepler-299 b,Kepler-299,2014,Kepler,0.040000,0.00724,0.95,1052.2400000
Kepler-299 c,Kepler-299,2014,Kepler,0.070000,0.02360,0.95,1052.2400000
Kepler-299 d,Kepler-299,2014,Kepler,0.118000,0.01300,0.95,1052.2400000
Kepler-299 e,Kepler-299,2014,Kepler,0.220000,0.01310,0.95,1052.2400000
Kepler-30 b,Kepler-30,2012,Kepler,0.180000,0.03600,0.99,914.2210000
Kepler-30 c,Kepler-30,2012,Kepler,0.300000,2.01000,0.99,914.2210000
Kepler-30 d,Kepler-30,2012,Kepler,0.500000,0.07300,0.99,914.2210000
Kepler-300 b,Kepler-300,2014,Kepler,0.094000,0.01080,1.07,1098.4500000
Kepler-300 c,Kepler-300,2014,Kepler,0.232000,0.01790,1.07,1098.4500000
Kepler-301 b,Kepler-301,2014,Kepler,0.036000,0.00752,0.98,719.1660000
Kepler-301 c,Kepler-301,2014,Kepler,0.060000,0.00752,0.98,719.1660000
Kepler-301 d,Kepler-301,2014,Kepler,0.112000,0.01170,0.98,719.1660000
Kepler-302 b,Kepler-302,2014,Kepler,0.193000,0.04880,1.02,1402.5800000
Kepler-302 c,Kepler-302,2014,Kepler,0.503000,,1.02,1402.5800000
Kepler-303 b,Kepler-303,2014,Kepler,0.024000,0.00201,0.57,209.7380000
Kepler-303 c,Kepler-303,2014,Kepler,0.057000,0.00489,0.57,209.7380000
Kepler-304 b,Kepler-304,2014,Kepler,0.039000,0.02690,0.80,434.6840000
Kepler-304 c,Kepler-304,2014,Kepler,0.054000,0.01680,0.80,434.6840000
Kepler-304 d,Kepler-304,2014,Kepler,0.080000,0.02520,0.80,434.6840000
Kepler-304 e,Kepler-304,2016,Kepler,0.023200,0.00588,0.80,434.6840000
Kepler-305 b,Kepler-305,2013,Kepler,0.057100,0.03300,0.76,868.4770000
Kepler-305 c,Kepler-305,2013,Kepler,0.075200,0.01900,0.76,868.4770000
Kepler-305 d,Kepler-305,2014,Kepler,0.120100,0.01951,0.83,868.4770000
Kepler-305 e,Kepler-305,2020,Kepler,0.039900,0.01220,0.82,868.4770000
Kepler-306 b,Kepler-306,2014,Kepler,0.050000,0.00920,0.81,775.6790000
Kepler-306 c,Kepler-306,2014,Kepler,0.067000,0.01930,0.81,775.6790000
Kepler-306 d,Kepler-306,2014,Kepler,0.120000,0.02100,0.81,775.6790000
Kepler-306 e,Kepler-306,2014,Kepler,0.227000,0.01820,0.81,775.6790000
Kepler-307 b,Kepler-307,2013,Kepler,0.091700,0.02341,0.91,575.5810000
Kepler-307 c,Kepler-307,2013,Kepler,0.106800,0.01145,0.91,575.5810000
Kepler-308 b,Kepler-308,2014,Kepler,0.090000,0.01620,0.92,1335.9200000
Kepler-308 c,Kepler-308,2014,Kepler,0.123000,0.01670,0.92,1335.9200000
Kepler-309 b,Kepler-309,2014,Kepler,0.059000,0.00961,0.67,544.5680000
Kepler-309 c,Kepler-309,2014,Kepler,0.401000,0.02150,0.67,544.5680000
Kepler-31 b,Kepler-31,2011,Kepler,0.160000,0.08160,1.21,1664.6400000
Kepler-31 c,Kepler-31,2011,Kepler,0.260000,4.70000,1.21,1664.6400000
Kepler-31 d,Kepler-31,2014,Kepler,0.400000,6.80000,1.21,1664.6400000
Kepler-310 b,Kepler-310,2014,Kepler,0.111000,0.00570,0.91,602.2680000
Kepler-310 c,Kepler-310,2014,Kepler,0.281000,0.03570,0.91,602.2680000
Kepler-310 d,Kepler-310,2014,Kepler,0.392000,0.02202,0.91,602.2680000
Kepler-311 b,Kepler-311,2014,Kepler,0.087000,0.01110,1.08,778.6540000
Kepler-311 c,Kepler-311,2014,Kepler,0.145000,0.00829,1.08,778.6540000
Kepler-311 d,Kepler-311,2023,Kepler,0.732600,0.01530,0.97,778.6540000
Kepler-312 b,Kepler-312,2014,Kepler,0.031000,0.00696,1.20,797.7200000
Kepler-312 c,Kepler-312,2014,Kepler,0.153000,0.03170,1.23,797.7200000
Kepler-313 b,Kepler-313,2014,Kepler,0.125000,0.02180,1.08,1079.3952487
Kepler-313 c,Kepler-313,2014,Kepler,0.208000,0.02240,1.08,1079.3952487
Kepler-314 b,Kepler-314,2014,Kepler,0.035000,0.00157,0.99,268.8810000
Kepler-314 c,Kepler-314,2014,Kepler,0.064000,0.02750,0.99,268.8810000
Kepler-315 b,Kepler-315,2014,Kepler,0.402000,0.04300,0.98,1160.6300000
Kepler-315 c,Kepler-315,2014,Kepler,0.791000,0.05060,0.98,1160.6300000
Kepler-316 b,Kepler-316,2014,Kepler,0.027000,0.00377,0.59,384.9380000
Kepler-316 c,Kepler-316,2014,Kepler,0.058000,0.00521,0.59,384.9380000
Kepler-317 b,Kepler-317,2014,Kepler,0.061000,0.34500,0.86,940.5840000
Kepler-317 c,Kepler-317,2014,Kepler,0.083000,0.01130,0.86,940.5840000
Kepler-318 b,Kepler-318,2014,Kepler,0.056000,0.06270,1.02,489.1410000
Kepler-318 c,Kepler-318,2014,Kepler,0.105000,0.04130,1.02,489.1410000
Kepler-319 b,Kepler-319,2014,Kepler,0.051000,0.01040,0.96,503.4360000
Kepler-319 c,Kepler-319,2014,Kepler,0.069000,0.02330,0.96,503.4360000
Kepler-319 d,Kepler-319,2014,Kepler,0.191000,0.01840,0.96,503.4360000
Kepler-32 b,Kepler-32,2011,Kepler,0.050000,4.10000,0.58,323.8470000
Kepler-32 c,Kepler-32,2011,Kepler,0.090000,0.50000,0.58,323.8470000
Kepler-32 d,Kepler-32,2012,Kepler,0.130000,0.02440,0.58,323.8470000
Kepler-32 e,Kepler-32,2012,Kepler,0.033000,0.00899,0.58,323.8470000
Kepler-32 f,Kepler-32,2012,Kepler,0.013000,0.00150,0.58,323.8470000
Kepler-320 b,Kepler-320,2014,Kepler,0.085000,0.00489,1.33,826.6130000
Kepler-320 c,Kepler-320,2014,Kepler,0.142000,0.00771,1.33,826.6130000
Kepler-321 b,Kepler-321,2014,Kepler,0.057000,0.01190,1.03,384.5420000
Kepler-321 c,Kepler-321,2014,Kepler,0.110000,0.01890,1.03,384.5420000
Kepler-322 b,Kepler-322,2014,Kepler,0.027000,0.00317,0.92,400.4800000
Kepler-322 c,Kepler-322,2014,Kepler,0.051000,0.01080,0.92,400.4800000
Kepler-323 b,Kepler-323,2014,Kepler,0.027780,0.01227,1.02,454.8830000
Kepler-323 c,Kepler-323,2014,Kepler,0.045800,0.02140,1.02,454.8830000
Kepler-324 b,Kepler-324,2014,Kepler,0.050000,0.00489,0.87,501.5740000
Kepler-324 c,Kepler-324,2014,Kepler,0.260000,0.03170,0.87,501.5740000
Kepler-324 e,Kepler-324,2021,Kepler,0.107400,0.01510,0.84,501.5740000
Kepler-325 b,Kepler-325,2014,Kepler,0.053000,0.02770,0.92,823.2420000
Kepler-325 c,Kepler-325,2014,Kepler,0.105000,0.02200,0.92,823.2420000
Kepler-325 d,Kepler-325,2014,Kepler,0.220000,0.02580,0.92,823.2420000
Kepler-326 b,Kepler-326,2014,Kepler,0.032000,0.14000,0.85,487.6750000
Kepler-326 c,Kepler-326,2014,Kepler,0.051000,0.05500,0.85,487.6750000
Kepler-326 d,Kepler-326,2014,Kepler,0.066000,0.02200,0.85,487.6750000
Kepler-327 b,Kepler-327,2014,Kepler,0.029000,0.00444,0.59,241.9870000
Kepler-327 c,Kepler-327,2014,Kepler,0.047000,0.06400,0.59,241.9870000
Kepler-327 d,Kepler-327,2014,Kepler,0.090000,0.01150,0.59,241.9870000
Kepler-328 b,Kepler-328,2013,Kepler,0.219900,0.09000,1.15,2213.1900000
Kepler-328 c,Kepler-328,2013,Kepler,0.354000,0.12400,1.15,2213.1900000
Kepler-329 b,Kepler-329,2014,Kepler,0.061000,0.00800,0.60,439.7190000
Kepler-329 c,Kepler-329,2014,Kepler,0.113000,0.01380,0.60,439.7190000
Kepler-33 b,Kepler-33,2011,Kepler,0.067700,0.01160,1.29,1209.1600000
Kepler-33 c,Kepler-33,2011,Kepler,0.118900,0.00123,1.29,1209.1600000
Kepler-33 d,Kepler-33,2011,Kepler,0.166200,0.01230,1.29,1209.1600000
Kepler-33 e,Kepler-33,2011,Kepler,0.213800,0.01753,1.29,1209.1600000
Kepler-33 f,Kepler-33,2011,Kepler,0.253500,0.03020,1.29,1209.1600000
Kepler-330 b,Kepler-330,2014,Kepler,0.075000,0.00752,0.79,717.5270000
Kepler-330 c,Kepler-330,2014,Kepler,0.116000,0.01400,0.79,717.5270000
Kepler-331 b,Kepler-331,2014,Kepler,0.065000,0.01250,0.65,580.1190000
Kepler-331 c,Kepler-331,2014,Kepler,0.105000,0.01270,0.65,580.1190000
Kepler-331 d,Kepler-331,2014,Kepler,0.159000,0.01050,0.65,580.1190000
Kepler-332 b,Kepler-332,2014,Kepler,0.070000,0.00537,0.80,344.1900000
Kepler-332 c,Kepler-332,2014,Kepler,0.114000,0.00416,0.80,344.1900000
Kepler-332 d,Kepler-332,2014,Kepler,0.189000,0.00553,0.80,344.1900000
